"L..iners","L..crispatus","L..gasseri","L..jensenii","Prevotella","Megasphaera","Sneathia","Atopobium","Streptococcus","Dialister","Lachnospiraceae_8","Anaerococcus","Peptoniphilus","Eggerthella","Finegoldia","Proteobacteria_12","Ruminococcaceae_3","Ureaplasma","Mycoplasmataceae_1","Aerococcus","Parvimonas","Staphylococcus","Corynebacterium","Veillonella","L..vaginalis","Gardnerella","Bacteroides","Prevotellaceae_2","Peptostreptococcus","Mobiluncus","Pasteurella","Porphyromonas","Lactobacillus_1","Clostridiales_17","Klebsiella","Lactobacillales_2","Gemella","Ruminococcaceae_4","Lactobacillales_5","Ruminococcaceae_Incertae_Sedis","Lactobacillales_6","Campylobacter","Fusobacterium","Lactobacillus_4","Lachnospiraceae_Incertae_Sedis","Lachnospiraceae_7","Actinomyces","Moryella","Bacteroidetes_8","Anaeroglobus","Propionibacterium","Bifidobacterium","Lachnospiraceae_4","Varibaculum","Prevotellaceae_1","Lactobacillus_2","Exiguobacterium","Proteobacteria_1","Bacteroidales_1","Enterobacter","Facklamia","Segniliparus","Rothia","Proteobacteria_2","Peptococcus","Enterococcus","Arcanobacterium","Dethiosulfovibrio","Brevibacterium","Lactobacillales_7","Lactobacillales_1","Flavobacteriaceae_4","Lactobacillus_3","Enterobacteriaceae_1","Coriobacteriaceae_2","Bulleidia","Clostridium","Lachnospiraceae_9","Arthrobacter","Sutterella","Neisseria","Coriobacteriaceae_1","Citrobacter","Dorea","Lactococcus","Lachnospiraceae_6","Granulicatella","Clostridiales_1","Alistipes","Bacteroidetes_12","Bacteria_4","Actinobaculum","Enterobacteriaceae_5","Clostridiales_15","Oerskovia","Bacteroidetes_5","Lachnospiraceae_2","Lachnospiraceae_1","Ruminococcus","Scardovia","Anaerovorax","Propionimicrobium","Fastidiosipila","Stenotrophomonas","Megamonas","Enterobacteriaceae_8","Pseudomonas","Roseburia","Gallicola","Haemophilus","Bacteroidetes_1","Parabacteroides","Acidovorax","Kocuria","Helcococcus","Acinetobacter","Clostridiales_6","Serratia","Coprobacillus","Burkholderiales_2","Atopobacter","Subdoligranulum","Coriobacteriaceae_3","Clostridiales_11","Bacteroidales_2","Bacteroidetes_7","Clostridiales_4","Sphingomonas","TM7_genera_incertae_sedis","Collinsella","Erysipelotrichaceae_Incertae_Sedis","Bacillus_j","Coprococcus","Skermanella","Ruminococcaceae_2","GpI","Neisseriaceae_1","Bacteroidetes_3","Lachnospiraceae_5","Peptostreptococcaceae_Incertae_Sedis","Capnocytophaga","Betaproteobacteria_3","Bacteria_17","Clostridiales_16","Dermabacter","Bacteria_22","Slackia","Bacteria_19","Micrococcus","Clostridiales_8","Enterobacteriaceae_7","Bacteria_5","Clostridiales_2","Bacteria_15","Ruminococcaceae_1","Paenibacillus","Flavobacterium","Flexibacteraceae_2","Bacteria_12","Janthinobacterium","Succinispira","Salmonella","Ruminococcaceae_6","Bacteria_23","Firmicutes_3","Enterobacteriaceae_2","Incertae_sedis_5_2","GpIX","Proteobacteria_9","Bacteria_6","Proteobacteria_13","Bacteroidetes_11","Lachnospiraceae_3","Fusobacteriaceae_1","Duganella","Bacteroidetes_4","Luteococcus","Firmicutes_2","Catenibacterium","SR1_genera_incertae_sedis","Crenotrichaceae_1","Dermabacteraceae_1","Pantoea","Proteobacteria_11","Acidaminococcus","Veillonellaceae_1","Flexibacteraceae_4","Enhydrobacter","Firmicutes_4","Clostridia_2","Methylobacterium","Bacilli_4","Bacteria_8","Enterococcaceae_1","Firmicutes_5","Chryseobacterium","Aquabacterium","Jeotgalicoccus","Conchiformibius","Proteobacteria_14","Bacteria_11","Bacteroidetes_9","Rhodococcus","Flexibacteraceae_3","Ruminococcaceae_5","Actinobacillus","Zimmermannella","Proteobacteria_15","Incertae_sedis_5_1","Clostridiales_5","OD1_genera_incertae_sedis","Firmicutes_1","Bilophila","Clostridiales_9","Clostridiales_7","Leptotrichia","Bradyrhizobium","Flexibacteraceae_5","Rhizobium","Proteobacteria_3","Ruminococcaceae_8","Rhodoferax","Methylovorus","Janibacter","Corynebacterineae_1","Riemerella","Turicella","Pseudomonadaceae_1","Gp8","Clostridiales_10","Novosphingobium","Flexibacteraceae_1","Microbacteriaceae_1","Bacillales_5","Selenomonas","Roseomonas","Polaromonas","Patulibacter","Gordonia","Flectobacillus","Dermacoccus","Bacillus_c","Clostridiales_18","Proteobacteria_16","Simplicispira","Bacilli_2","Microbacterium"
"S201",0.152,0.801,0,0.021,0,0,0,0,0.001,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S202",0.095,0,0,0,0.048,0.215,0.479,0.097,0,0.006,0,0,0.001,0.016,0,0,0,0,0.007,0.008,0.016,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S203",0.943,0.03,0.002,0.01,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S204",0.779,0.168,0.005,0.028,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.004,0,0,0,0,0.001,0,0.005,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.003,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S205",0.983,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S206",0.002,0,0.443,0.001,0.155,0,0,0,0,0.022,0,0.102,0.091,0,0.024,0,0,0,0,0,0,0,0.022,0,0,0,0.034,0.001,0,0,0,0.006,0,0.039,0,0,0,0,0,0,0,0.002,0,0,0,0,0.01,0.001,0,0,0,0,0,0.008,0,0,0,0,0,0.001,0.015,0,0,0,0.002,0,0.001,0,0.001,0,0.002,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.002,0.004,0,0,0,0,0,0.001,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S207",0.305,0.644,0.001,0.017,0.001,0,0,0,0.004,0,0,0.001,0.001,0,0,0,0,0.002,0,0,0,0.001,0.001,0,0.011,0.001,0,0,0,0,0,0,0,0.001,0,0.003,0,0,0.002,0,0.004,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S208",0.634,0,0,0,0.009,0.289,0,0.025,0,0.011,0,0.003,0.004,0,0,0,0,0.007,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.003,0,0.002,0,0.003,0,0,0,0,0,0.004,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S209",0.042,0.001,0,0,0.319,0.136,0.064,0.006,0,0.027,0.31,0.001,0.004,0.005,0.001,0.021,0.006,0,0,0.001,0.003,0,0,0,0,0.001,0,0.023,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.004,0,0,0,0,0,0,0,0,0.003,0.001,0,0,0.003,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0.01,0,0,0,0,0,0,0,0,0.001,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S210",0.455,0.476,0,0.01,0.005,0,0,0.002,0.003,0,0,0.001,0.001,0,0,0,0,0.006,0,0,0,0.001,0.001,0.028,0.002,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S211",0.005,0,0.861,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0.006,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S212",0,0.921,0.009,0,0.002,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0.004,0,0,0.001,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S213",0.976,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S214",0.53,0.008,0.012,0.428,0.002,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.003,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S215",0.435,0,0.002,0.003,0.208,0.26,0.007,0.018,0,0.018,0,0,0,0.008,0,0,0.008,0,0.002,0.012,0.006,0,0,0,0,0.002,0,0.003,0,0,0,0,0,0,0,0.002,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S216",0.03,0.941,0.004,0.001,0.004,0,0,0,0,0.002,0,0.001,0,0,0.005,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.006,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S217",0.755,0,0,0,0.056,0.097,0,0,0,0.025,0,0,0.003,0.01,0,0,0,0.001,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.001,0,0.004,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S218",0.911,0,0.001,0.074,0.002,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S219",0.84,0.06,0.002,0.009,0.004,0.014,0,0.005,0,0.003,0,0,0,0.001,0,0,0,0.001,0,0.003,0,0.042,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.007,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S220",0.94,0.002,0,0.001,0.012,0,0,0,0,0.005,0,0.007,0.005,0,0.003,0,0,0,0.001,0.001,0.001,0,0.002,0,0.001,0,0,0,0.001,0,0,0.001,0,0.005,0,0.006,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S221",0.939,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.047,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S222",0.006,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
